name,price,type,efficiency,wattage,modular,color,form_factor,pcie_6plus2_connectors
Corsair SF450 (2018),,SFX,platinum,450,Full,Black,SFX,4
ADATA XPG PYLON,,ATX,bronze,750,false,Black,ATX,4
Deepcool PF500 230V,,ATX,plus,500,false,Black,ATX,4
SeaSonic FOCUS PLUS 850 Gold,,ATX,gold,850,Full,,ATX,4
Vetroo GV1000,129.99,ATX,gold,1000,Full,Pink,ATX,4
be quiet! System Power 9 500 CM,,ATX,bronze,500,Semi,Black,ATX,4
be quiet! System Power 10,205.0,ATX,bronze,550,false,Black,ATX,4
ASRock Steel Legend SL-850GW,134.99,ATX,gold,850,Full,White,ATX,4
MSI MPG A1000G,257.3,ATX,gold,1000,Full,Black,ATX,4
Thermaltake TR2 S,70.61,ATX,plus,600,false,Black,ATX,4
Tecnoware Free Silent,,ATX,,500,false,Black,ATX,4
Cooler Master MWE Gold 650,,ATX,gold,650,Full,Black,ATX,4
Corsair RM850e (2022),200.0,ATX,gold,850,Full,Black,ATX,4
SeaSonic VERTEX GX-850,149.99,ATX,gold,850,Full,Black / Silver,ATX,4
EVGA 600 BQ,,ATX,bronze,600,Semi,,ATX,4
EVGA SuperNOVA 650 GT,,ATX,gold,650,Full,Black,ATX,4
Cooler Master MWE Bronze 750 V3 230V,,ATX,bronze,750,false,Black,ATX,4
Thermalright TG,,ATX,gold,1000,Full,Black,ATX,4
Cooler Master MWE Bronze 550 V3 230V,,ATX,bronze,550,false,Black,ATX,4
Silverstone FX350-G,112.14,Flex ATX,gold,350,false,Black,Flex ATX,4
Corsair CX750M V2 (2017 Edition),,ATX,bronze,750,Semi,Black / White,ATX,4
Corsair VS350,,ATX,plus,350,false,Black,ATX,4
SeaSonic Focus GX V4 ATX 3 (2024),114.74,ATX,gold,750,Full,White,ATX,4
FSP Group Hydro GE,84.99,ATX,gold,650,Full,,ATX,4
Gigabyte P-B,,ATX,bronze,650,false,Black,ATX,4
Corsair CX500M,,ATX,bronze,500,Semi,,ATX,4
Silverstone DA850R-GMA,,ATX,gold,850,Full,White,ATX,4
Corsair RM1000e (2022),265.0,ATX,gold,1000,Full,Black,ATX,4
FSP Group VITA-750GM,,ATX,gold,750,Full,Black,ATX,4
NZXT C850 (2022),,ATX,gold,850,Full,Black,ATX,4
Apevia ATX-PR850W PCIE5.0,74.98,ATX,gold,850,false,Black,ATX,4
Gigabyte UD850GM-A PG5,119.99,ATX,gold,850,Full,Black,ATX,4
Corsair RM850x White,,ATX,gold,850,Full,White / Black,ATX,4
GameMax GX Pro Rampage,159.99,ATX,platinum,1050,Full,White,ATX,4
Deepcool PL650D,,ATX,bronze,650,false,Black,ATX,4
Cooler Master MWE Bronze V2,,ATX,bronze,450,false,Black,ATX,4
Asus ROG THOR 1200P,,ATX,platinum,1200,Full,Black,ATX,4
Corsair TX550M Gold,,ATX,gold,550,Semi,,ATX,4
Deepcool PK650D,,ATX,bronze,650,false,Black,ATX,4
SeaSonic FOCUS GX-750 ATX 3.0,154.0,ATX,gold,750,Full,Black,ATX,4
ASRock Challenger CL-650B,62.99,ATX,bronze,650,false,Black,ATX,4
SeaSonic FOCUS GX-850 ATX 3.0,,ATX,gold,850,Full,Black,ATX,4
Thermaltake Toughpower GF A3 - TT Premium Edition,159.99,ATX,gold,1200,Full,Black,ATX,4
Vida Lite,,ATX,,500,false,Black,ATX,4
Thermaltake Toughpower GF3 TT Premium,167.99,ATX,gold,1350,Full,Black,ATX,4
Cooler Master G800,,ATX,gold,800,false,Black,ATX,4
be quiet! System Power 10,,ATX,bronze,450,false,Black,ATX,4
SeaSonic FOCUS Plus 750 Gold,,ATX,gold,750,Full,,ATX,4
Super Flower LEADEX VII XG,229.99,ATX,gold,1300,Full,Black,ATX,4
Aerocool Integrator,,ATX,bronze,700,false,Black,ATX,4
Asus ROG Strix Aura Edition,204.24,ATX,gold,1000,Full,Black,ATX,4
SeaSonic FOCUS GX,150.41,ATX,gold,650,Full,Black,ATX,4
Mars Gaming MPIII750,,ATX,,750,false,White,ATX,4
Azza PSAZ-650W,59.99,ATX,bronze,650,false,Black,ATX,4
Cooler Master V1300 Platinum,391.9,ATX,platinum,1300,Full,Black,ATX,4
be quiet! Straight Power 12,172.99,ATX,platinum,750,Full,Black,ATX,4
Thermaltake Litepower GEN2 230V,,ATX,,450,false,Black,ATX,4
Thermaltake Toughpower GF A3 - TT Premium Edition,109.99,ATX,gold,750,Full,Black,ATX,4
ASRock Phantom Gaming PG-1000G,149.99,ATX,gold,1000,Full,Black,ATX,4
Thermalright TB-650,,ATX,bronze,650,Full,Black,ATX,4
Corsair CX600,,ATX,bronze,600,false,,ATX,4
Corsair CX450M (2015),119.99,ATX,bronze,450,Semi,,ATX,4
Razer Katana Chroma,119.99,ATX,platinum,850,Full,Black,ATX,4
Corsair TX750M Gold,,ATX,gold,750,Semi,,ATX,4
Azza PSAZ-750W,74.98,ATX,bronze,750,false,Black,ATX,4
ASRock Steel Legend SL-650G,97.99,ATX,gold,650,Full,Black,ATX,4
ENDORFY Vero L5,99.82,ATX,bronze,600,false,Black,ATX,4
GAMDIAS KRATOS M1 B,64.98,ATX,bronze,750,false,Black,ATX,4
Asus ROG THOR T3 GAMING,,ATX,titanium,1600,Full,Black,ATX,4
Thermalright TG,,ATX,gold,750,Full,White,ATX,4
Cooler Master V650 SFX GOLD,,SFX,gold,650,Full,Black,SFX,4
Asus TUF Gaming B,84.99,ATX,bronze,550,false,Black,ATX,4
EVGA 650 BQ,146.03,ATX,bronze,650,Semi,,ATX,4
Corsair RM850x (2018),407.0,ATX,gold,850,Full,White / Black,ATX,4
EVGA SuperNOVA 850 G2,,ATX,gold,850,Full,,ATX,4
Super Flower Leadex III Gold UP,179.99,ATX,gold,1300,Full,Black,ATX,4
Thermalright TGFX650,,SFX,gold,650,Full,Black,SFX,4
Silverstone Zeus 1650R,557.45,ATX,titanium,1650,Full,,ATX,4
be quiet! System Power 9 CM,204.42,ATX,bronze,400,Semi,Black,ATX,4
Super Flower LEADEX VII Platinum PRO,239.99,ATX,platinum,1200,Full,White,ATX,4
EVGA 450 BR,,ATX,bronze,450,false,,ATX,4
Super Flower Leadex III Gold,,ATX,gold,750,Full,Black,ATX,4
GameMax RGB Pro,109.99,ATX,gold,850,Full,White,ATX,4
Silverstone Essential,74.25,ATX,gold,550,false,Black / Yellow,ATX,4
Thermalright TB-750,,ATX,bronze,750,Full,Black,ATX,4
Deepcool PF750 230V,,ATX,plus,750,false,Black,ATX,4
Fractal Design Ion Gold,226.04,ATX,gold,850,Full,Black,ATX,4
Cooler Master MWE Bronze V2,179.34,ATX,bronze,750,false,Black,ATX,4
Thermaltake Toughpower GF3 TT Premium,299.99,ATX,gold,1650,Full,Black,ATX,4
Aerocool LUX RGB 750M (230V EU),,ATX,bronze,750,Semi,Black,ATX,4
Cooler Master M2000,,ATX,platinum,2000,Full,Black,ATX,4
ASRock Phantom Gaming PG-750G,99.99,ATX,gold,750,Full,Black,ATX,4
ASRock Phantom Gaming PG-1300G,189.99,ATX,gold,1300,Full,Black,ATX,4
be quiet! System Power 10,257.84,ATX,gold,850,false,Black,ATX,4
be quiet! Pure Power 13 M,,ATX,gold,550,Full,Black,ATX,4
Deepcool PF600 230V,,ATX,plus,600,false,Black,ATX,4
Corsair VS550 (2018),,ATX,plus,550,false,,ATX,4
Corsair SF600 (2016),,SFX,gold,600,Full,Black,SFX,4
Super Flower Leadex III Gold UP,119.99,ATX,gold,750,Full,Black,ATX,4
be quiet! System Power 9,,ATX,bronze,500,false,Black,ATX,4
MSI MAG A600DN,,ATX,plus,600,false,Black,ATX,4
Phanteks AMP GH,,ATX,gold,750,Full,Black,ATX,4
Asus ROG THOR 850P,,ATX,platinum,850,Full,Black / Red,ATX,4
Corsair RM750,,ATX,gold,750,Full,,ATX,4
EVGA SuperNOVA 650 G2,,ATX,gold,650,Full,,ATX,4
ADATA XPG Core Reactor II VE,,ATX,gold,850,Full,,ATX,4
FSP Group Hydro Pro,,ATX,bronze,500,false,Black,ATX,4
ASRock Challenger CL-550B,57.99,ATX,bronze,550,false,Black,ATX,4
SeaSonic CORE GX ATX 3 (2024),,ATX,gold,750,Full,Black,ATX,4
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,850,Full,Black,ATX,4
Asus ROG STRIX 1000P GAMING,,ATX,platinum,1000,Full,White,ATX,4
Fractal Design Ion+ 2 Platinum,,ATX,platinum,660,Full,Black,ATX,4
Deepcool PF700 230V,,ATX,plus,700,false,Black,ATX,4
Asus ROG Strix Aura Edition,139.99,ATX,gold,750,Full,Black,ATX,4
be quiet! Pure Power 12,,ATX,gold,550,false,Black,ATX,4
EVGA SuperNOVA 650 P6,155.54,ATX,platinum,650,Full,Black / Silver,ATX,4
PowerSpec PS 650BSM,,ATX,bronze,650,Semi,Black,ATX,4
ASRock Phantom Gaming PG-1600G,249.99,ATX,gold,1600,Full,Black,ATX,4
Cooler Master G Gold 750 V2,,ATX,gold,750,false,Black,ATX,4
be quiet! Pure Power 11 600,,ATX,gold,600,false,Black,ATX,4
Corsair RM750x White (2018),,ATX,gold,750,Full,White / Black,ATX,4
EVGA SuperNOVA 850 GA,,ATX,gold,850,Full,Black,ATX,4
Gigabyte UD1000GM,,ATX,gold,1000,Full,Black,ATX,4
GameMax RGB Rainbow,,ATX,gold,550,Full,Black,ATX,4
EVGA 850 BQ,119.0,ATX,bronze,850,Semi,,ATX,4
EVGA SuperNOVA 650 GA,229.99,ATX,gold,650,Full,Black,ATX,4
PowerSpec PS 750BSM,,ATX,bronze,750,Semi,Black,ATX,4
Thermalright TG,,ATX,gold,850,Full,White,ATX,4
Thermaltake Smart Pro RGB,,ATX,bronze,650,Full,,ATX,4
SeaSonic FOCUS GX,,ATX,gold,850,Full,Black,ATX,4
Corsair AX1000,,ATX,titanium,1000,Full,Black / Silver,ATX,4
Super Flower Zillion FG,109.99,ATX,gold,850,Full,Black,ATX,4
RAIJINTEK CRATOS,,ATX,gold,850,Full,Black,ATX,4
MSI MAG A500DN,,ATX,plus,500,false,Black,ATX,4
SHARKOON WPM Gold Zero 550,,ATX,gold,550,Semi,Black,ATX,4
ADATA XPG KYBER,,ATX,gold,750,false,Black,ATX,4
be quiet! Pure Power 11,,ATX,bronze,300,false,Black,ATX,4
Thermaltake Toughpower PF3-L,149.99,ATX,platinum,850,Full,Black,ATX,4
Gigabyte P550SS,,ATX,silver,550,false,White,ATX,4
Enhance ENP-7660,,Flex ATX,platinum,600,false,Silver,Flex ATX,4
MSI MAG A550BNL,,ATX,bronze,550,false,Black,ATX,4
ASRock Steel Legend SL-1000GW,159.99,ATX,gold,1000,Full,White,ATX,4
SeaSonic FOCUS GX-1000 ATX 3.0,,ATX,gold,1000,Full,Black,ATX,4
MSI MPG A650GF,,ATX,gold,650,Full,Black,ATX,4
ADATA XPG CYBERCORE,169.99,ATX,platinum,1300,Full,Black / Silver,ATX,4
EVGA SuperNOVA 550 G3,,ATX,gold,550,Full,,ATX,4
FSP Group FSP400-60FGGBA,99.99,Flex ATX,gold,400,false,Silver,Flex ATX,4
Thermaltake Toughpower GF3 TT Premium,,ATX,gold,850,Full,Black,ATX,4
Cooler Master V750 SFX GOLD,149.99,SFX,gold,750,Full,White,SFX,4
Thermaltake Smart BX1 550,62.49,ATX,bronze,550,false,Black,ATX,4
Silverstone ATTIS 750R,,ATX,bronze,750,false,Black,ATX,4
Corsair HX850 Platinum,,ATX,platinum,850,Full,,ATX,4
Corsair CXM,155.0,ATX,bronze,750,Semi,,ATX,4
Cooler Master V SFX Platinum,677.0,SFX,platinum,1300,Full,Black,SFX,4
Corsair RM850 (2019),,ATX,gold,850,Full,Black,ATX,4
NZXT C750 (2023),,ATX,bronze,750,false,Black,ATX,4
Silverstone SX500-G,113.22,SFX,gold,500,Full,Black,SFX,4
Asus ROG Strix,287.02,ATX,platinum,850,Full,Black,ATX,4
Corsair VS650 (2018),,ATX,plus,650,false,,ATX,4
Corsair CX600M,,ATX,bronze,600,Semi,,ATX,4
EVGA SuperNOVA 650 G5,,ATX,gold,650,Full,Black / Green,ATX,4
ARESGAME AGT,,ATX,gold,1000,Full,Black,ATX,4
MSI MPG A850GF,237.49,ATX,gold,850,Full,Black,ATX,4
EVGA 750 BQ,168.73,ATX,bronze,750,Semi,,ATX,4
be quiet! System Power 9,,ATX,bronze,600,false,Black,ATX,4
SeaSonic PRIME PX-1600 ATX 3.0,469.99,ATX,platinum,1600,Full,Black / Silver,ATX,4
be quiet! Straight Power 11 750W,,ATX,gold,750,Full,,ATX,4
Cooler Master MWE 500,,ATX,plus,500,false,Black,ATX,4
Montech TITAN PLA,239.0,ATX,platinum,1200,Full,White,ATX,4
ASRock Challenger CL-750B,74.99,ATX,bronze,750,false,Black,ATX,4
Thermaltake TR2 S,102.55,ATX,plus,700,false,Black,ATX,4
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,850,Full,Black,ATX,4
be quiet! System Power 9 700 CM,195.36,ATX,bronze,700,Semi,Black,ATX,4
NZXT C550,89.98,ATX,bronze,550,Semi,Black,ATX,4
EVGA SuperNOVA 1000 P2,499.0,ATX,platinum,1000,Full,,ATX,4
NZXT C650 (2022),139.98,ATX,gold,650,Full,Black,ATX,4
Thermaltake Toughpower SFX,139.38,SFX,platinum,750,Full,Black,SFX,4
Corsair RM650,229.99,ATX,gold,650,Full,Black,ATX,4
SeaSonic SSP-300SFG,108.6,SFX,gold,300,false,Silver,SFX,4
Phanteks AMP GH,,ATX,gold,850,Full,Black,ATX,4
SeaSonic PRIME Fanless,365.28,ATX,titanium,700,Full,Black,ATX,4
Corsair HX1500i (2022),478.99,ATX,platinum,1500,Full,Black,ATX,4
Asus ROG Strix Aura Edition,,ATX,gold,1200,Full,Black,ATX,4
EVGA SuperNOVA 750 G5,,ATX,gold,750,Full,Black / Green,ATX,4
Asus ROG Strix Aura Edition,209.99,ATX,gold,1000,Full,White,ATX,4
ASRock Challenger CL-850G,89.99,ATX,gold,850,false,Black,ATX,4
EVGA SuperNOVA 750 GA,,ATX,gold,750,Full,Black,ATX,4
be quiet! Pure Power 11,,ATX,gold,500,false,Black,ATX,4
Super Flower LEADEX VII XG,184.99,ATX,gold,1000,Full,White,ATX,4
Silverstone SX700-PT,187.03,SFX,platinum,700,Full,Black,SFX,4
Antec GSK ATX3.1,,ATX,gold,850,Full,Black,ATX,4
EVGA SuperNOVA 1600 G+,,ATX,gold,1600,Full,Black,ATX,4
ENDORFY Vero L5,,ATX,bronze,700,false,Black,ATX,4
Gigabyte UD1000GM PG5,,ATX,gold,1000,Full,Black,ATX,4
be quiet! Pure Power 13 M,,ATX,gold,650,Full,Black,ATX,4
be quiet! System Power 10,271.0,ATX,bronze,750,false,Black,ATX,4
SeaSonic G12 GC,345.72,ATX,gold,650,false,Black / Blue,ATX,4
Fractal Design Ion+ 2 Platinum,,ATX,platinum,860,Full,Black,ATX,4
be quiet! Pure Power 11,,ATX,gold,700,false,Black,ATX,4
Aerocool Integrator,,ATX,bronze,600,false,Black,ATX,4
EVGA 610 BP,122.38,ATX,bronze,610,false,Black,ATX,4
Silverstone ATTIS 650R,,ATX,bronze,650,false,Black,ATX,4
RAIJINTEK AMPERE,115.0,ATX,platinum,850,Full,Black,ATX,4
FSP Group VITA-1000GM,,ATX,gold,1000,Full,Black,ATX,4
EVGA SuperNOVA 850 P2,399.99,ATX,platinum,850,Full,,ATX,4
Enermax REVOLUTION D.F. 2,,ATX,gold,850,Full,Black,ATX,4
Asus ROG Strix Aura Edition,184.99,ATX,gold,850,Full,Black,ATX,4
EVGA SuperNOVA 850 G5,,ATX,gold,850,Full,Black / Green,ATX,4
1STPLAYER NGDP,,ATX,gold,750,Full,Black,ATX,4
Super Flower Leadex III Gold,,ATX,gold,850,Full,Black,ATX,4
Thermalright TG,,ATX,gold,1000,Full,White,ATX,4
EVGA 650 B5,189.99,ATX,bronze,650,Full,Black,ATX,4
Deepcool PF650 230V,,ATX,plus,650,false,Black,ATX,4
Silverstone SX1000-LPT,319.99,SFX,platinum,1000,Full,Black,SFX,4
EVGA SuperNOVA 1000 G5,237.42,ATX,gold,1000,Full,Black / Green,ATX,4
Silverstone SST-TX300,59.0,TFX,bronze,300,false,Black,TFX,4
FSP Group HEXA 85+ PRO,,ATX,bronze,550,false,Black,ATX,4
FSP Group HV PRO,,ATX,plus,650,false,Black,ATX,4
PowerSpec GFM,,ATX,gold,750,Full,Black,ATX,4
MSI MEG Ai1000P PCIE5,,ATX,platinum,1000,Full,Black / Copper,ATX,4
Corsair CV750,,ATX,bronze,750,false,Black,ATX,4
Thermaltake Toughpower SFX,,SFX,gold,1000,Full,Black,SFX,4
Corsair HX850i,,ATX,platinum,850,Full,,ATX,4
KOLINK ENCLAVE,,ATX,gold,700,Full,Black,ATX,4
Thermaltake Toughpower GF2 ARGB,99.98,ATX,gold,650,Full,Black,ATX,4
Phanteks AMP GH,,ATX,platinum,1000,Full,White,ATX,4
NOX URANO VX,,ATX,bronze,650,false,Black / Orange,ATX,4
EVGA SuperNOVA 650 GM,,SFX,gold,650,Full,Black,SFX,4
Vida Lite,,ATX,,750,false,Black,ATX,4
EVGA 600 B1,176.99,ATX,bronze,600,false,,ATX,4
Cooler Master MWE Gold V2 ATX3.0,,ATX,gold,1050,Full,Black,ATX,4
SHARKOON SilentStorm,186.62,SFX,gold,500,Full,Black,SFX,4
Silverstone SFX,168.95,SFX,platinum,700,Full,Black,SFX,4
Phanteks AMP GH,,ATX,gold,750,Full,White,ATX,4
Corsair VS450,,ATX,plus,450,false,,ATX,4
Corsair CX750F,,ATX,bronze,750,Full,Black,ATX,4
ADATA XPG KYBER,,ATX,gold,850,false,Black,ATX,4
Thermaltake Toughpower PF3-L,219.99,ATX,platinum,1200,Full,Black,ATX,4
Antec NE1000G M ATX3.0,179.99,ATX,gold,1000,Full,Black,ATX,4
ASRock Taichi TC-1300T,449.99,ATX,titanium,1300,Full,Black / Silver,ATX,4
Corsair HX1200i,449.0,ATX,platinum,1200,Full,,ATX,4
SeaSonic PRIME Titanium,599.0,ATX,titanium,1000,Full,,ATX,4
Silverstone TX500-G,159.79,TFX,gold,500,false,Black,TFX,4
Thermaltake Smart RGB 230V,136.0,ATX,plus,500,false,Black,ATX,4
Cooler Master MWE GOLD 650 V2 FULL MODULAR,,ATX,gold,650,Full,Black,ATX,4
Corsair AX1200i,,ATX,platinum,1200,Full,,ATX,4
"FSP Group Hydro PTM X PRO,Gen5",179.99,ATX,platinum,1000,Full,Black,ATX,4
ADATA XPG Core Reactor II,,ATX,gold,1000,Full,Black,ATX,4
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,gold,750,Full,White,ATX,4
Corsair CX500,,ATX,bronze,500,false,,ATX,4
Thermalright TB750S,,ATX,bronze,750,false,Black,ATX,4
Antec CSK,,ATX,bronze,750,Semi,Black / Yellow,ATX,4
MSI MPG A750GF WHITE,,ATX,gold,750,Full,White,ATX,4
Raidmax Cobra,,ATX,gold,650,Full,Black,ATX,4
ADATA XPG Core Reactor II,,ATX,gold,850,Full,White,ATX,4
be quiet! Dark Power Pro 12,,ATX,titanium,1200,Full,Black,ATX,4
Corsair RM650,,ATX,gold,650,Full,,ATX,4
Deepcool PX1000G,,ATX,gold,1000,Full,Black,ATX,4
ADATA XPG CORE Reactor 850,,ATX,gold,850,Full,Black,ATX,4
Super Flower LEADEX VII XG,189.99,ATX,gold,1000,Full,Black,ATX,4
Thermaltake Smart BX1,,ATX,bronze,750,false,Black,ATX,4
EVGA 550 B5,,ATX,bronze,550,Full,Black,ATX,4
Thermalright TGFX750,,SFX,gold,750,Full,Black,SFX,4
SeaSonic CORE GM,,ATX,gold,500,Semi,Black,ATX,4
SeaSonic FOCUS Plus 550 Gold,,ATX,gold,550,Full,,ATX,4
Athena Power AP-MFATX40P8,74.98,Flex ATX,bronze,400,false,Silver,Flex ATX,4
SeaSonic PRIME TX-850,,ATX,titanium,850,Full,Black,ATX,4
Cooler Master MWE Gold 750,,ATX,gold,750,Full,Black,ATX,4
Thermalright TGFX850,,SFX,gold,850,Full,Black,SFX,4
Super Flower LEADEX VII Platinum PRO,169.99,ATX,platinum,850,Full,Black,ATX,4
GAMDIAS HELIOS P2-850G,89.99,ATX,gold,850,false,Black,ATX,4
Corsair CX650F,,ATX,bronze,650,Full,White / Black,ATX,4
Montech TITAN PLA,189.0,ATX,platinum,850,Full,White,ATX,4
Corsair CX430,,ATX,bronze,430,false,,ATX,4
FSP Group Hydro Pro,,ATX,bronze,800,false,Black,ATX,4
Thermaltake Toughpower GF1 PE,215.99,ATX,gold,850,Full,Black,ATX,4
In Win Compact,,SFX,gold,700,Full,Black,SFX,4
Silverstone DA650 Gold,,ATX,gold,650,Full,Black / White,ATX,4
ADATA XPG CORE Reactor 750,,ATX,gold,750,Full,Black,ATX,4
SeaSonic M12II,,ATX,bronze,620,Full,,ATX,4
In Win P75FII,,ATX,gold,750,false,Black / Yellow,ATX,4
NZXT C1000 (2022),,ATX,gold,1000,Full,Black,ATX,4
Silverstone Strider Titanium,389.99,ATX,titanium,1300,Full,Black / Blue,ATX,4
ENDORFY Supremo FM5,179.19,ATX,gold,750,Full,Black,ATX,4
ADATA XPG Core Reactor II,,ATX,gold,1200,Full,Black,ATX,4
EVGA 650BP,,ATX,bronze,650,false,Black,ATX,4
Corsair SF450 (2016),,SFX,gold,450,Full,Black,SFX,4
1STPLAYER NGDP,,ATX,gold,850,Full,Black,ATX,4
EVGA SuperNOVA 550 GM,,SFX,gold,550,Full,Black,SFX,4
FSP Group HEXA 85+ PRO,,ATX,bronze,450,false,Black,ATX,4
be quiet! Straight Power 11 850W,,ATX,gold,850,Full,,ATX,4
Corsair CS650M,,ATX,gold,650,Semi,,ATX,4
ADATA XPG CORE Reactor 650,,ATX,gold,650,Full,Black,ATX,4
MSI MAG A650BNL,,ATX,bronze,650,false,Black,ATX,4
Corsair RM650x,,ATX,gold,650,Full,,ATX,4
EVGA SuperNOVA 1300 GT,,ATX,gold,1300,Full,Black,ATX,4
KOLINK ENCLAVE,,ATX,gold,600,Full,Black,ATX,4
SeaSonic G12 GM,,ATX,gold,750,Semi,Black / Blue,ATX,4
Silverstone SFX,,SFX,bronze,300,false,Black,SFX,4
Aerocool Integrator Gold,,ATX,gold,750,Full,Black,ATX,4
Thermalright TB-850,,ATX,bronze,850,Full,Black,ATX,4
SeaSonic G12 GM,292.64,ATX,gold,850,Semi,Black / Blue,ATX,4
Corsair CX550M (2021),,ATX,bronze,550,Semi,Black,ATX,4
Rosewill CMG1200G5,129.99,ATX,gold,1200,Full,Black,ATX,4
EVGA 850 B5,169.0,ATX,bronze,850,Full,Black,ATX,4
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,650,Full,Black,ATX,4
Silverstone SFX,111.08,SFX,bronze,450,false,Black,SFX,4
Cooler Master Elite V3,,ATX,plus,600,false,Black,ATX,4
Cooler Master G600,,ATX,gold,600,false,Black,ATX,4
be quiet! System Power 11 U,,ATX,bronze,750,false,Black,ATX,4
EVGA SuperNOVA 1600 P+,459.33,ATX,platinum,1600,Full,Black,ATX,4
Cooler Master GX III GOLD,,ATX,gold,850,Full,Black,ATX,4
be quiet! System Power 11 U,,ATX,bronze,550,false,Black,ATX,4
Thermaltake Toughpower PF3-L,184.99,ATX,platinum,1050,Full,Black,ATX,4
Asus TUF Gaming B,,ATX,bronze,450,false,Black,ATX,4
Corsair HX750 Platinum,,ATX,platinum,750,Full,,ATX,4
PowerSpec PSX 850GFM,,ATX,gold,850,Full,Black,ATX,4
KOLINK Regulator,,ATX,gold,750,Full,Black,ATX,4
SeaSonic VERTEX PX-850,309.35,ATX,platinum,850,Full,Black / Silver,ATX,4
SeaSonic G12 GM,,ATX,gold,650,Semi,Black / Blue,ATX,4
Silverstone DA1000R,245.58,ATX,gold,1000,Full,Black,ATX,4
FSP Group FSP300-57FCB,129.99,Flex ATX,gold,300,Full,Black,Flex ATX,4
Fractal Design Ion Gold,208.11,ATX,gold,750,Full,Black,ATX,4
EVGA 500 GD,,ATX,gold,500,false,Black,ATX,4
SeaSonic FOCUS GX,,ATX,gold,550,Full,Black,ATX,4
Enermax Revolution D.F. X,149.99,ATX,gold,1350,Full,Black,ATX,4
SeaSonic S12III,,ATX,bronze,500,false,Black,ATX,4
Corsair VS650,,ATX,,650,false,,ATX,4
Mars Gaming MPIII750,,ATX,,750,false,Black,ATX,4
Deepcool PL550D,,ATX,bronze,550,false,Black,ATX,4
GameMax RGB Rainbow,,ATX,gold,850,Full,Black,ATX,4
"FSP Group Hydro PTM X PRO,Gen5",209.99,ATX,platinum,1200,Full,Black,ATX,4
SeaSonic Prime Fanless PX-500,255.07,ATX,platinum,500,Full,Black,ATX,4
Deepcool PK750D,,ATX,bronze,750,false,Black,ATX,4
EVGA SuperNOVA 1000 G+,,ATX,gold,1000,Full,Black,ATX,4
EVGA SuperNOVA NEX650G Gold,,ATX,gold,650,Full,,ATX,4
Corsair HX1000i (2022),260.0,ATX,platinum,1000,Full,Black,ATX,4
Asus ROG Strix,,ATX,gold,650,Full,Black / Red,ATX,4
GameMax RGB Rainbow,,ATX,gold,750,Full,Black,ATX,4
NZXT C750,,ATX,bronze,750,Semi,Black,ATX,4
SeaSonic FOCUS PX,,ATX,platinum,850,Full,Black,ATX,4
SeaSonic VERTEX GX-750,149.99,ATX,gold,750,Full,Black / Silver,ATX,4
Montech TITAN PLA,219.62,ATX,platinum,1000,Full,White,ATX,4
Corsair CX750F,,ATX,bronze,750,Full,White / Black,ATX,4
Silverstone ATTIS 650R,,ATX,bronze,650,false,White,ATX,4
Azza PSAZ-550W,54.99,ATX,bronze,550,false,Black,ATX,4
SeaSonic FOCUS Plus Gold,,ATX,gold,1000,Full,Black,ATX,4
Super Flower Zillion FG,,ATX,gold,1250,Full,Black,ATX,4
Silverstone SX-G,152.99,SFX,gold,700,Full,Black,SFX,4
ENDORFY Vero L5,89.92,ATX,bronze,500,false,Black,ATX,4
Fractal Design Ion+ 660P,,ATX,platinum,660,Full,Black,ATX,4
SeaSonic FOCUS,,ATX,platinum,750,Full,Black,ATX,4
Cooler Master MWE White V2 230V,126.29,ATX,plus,700,false,Black,ATX,4
EVGA SuperNOVA 650 G+,,ATX,gold,650,Full,Black,ATX,4
Corsair CX450 (2017),,ATX,bronze,450,false,,ATX,4
Corsair TX650M,,ATX,gold,650,Semi,Black,ATX,4
be quiet! System Power 11 U,,ATX,bronze,650,false,Black,ATX,4
Silverstone HELA 850R,220.85,ATX,platinum,850,Full,Black / Silver,ATX,4
Cougar GEX,,ATX,gold,750,Full,Black,ATX,4
SeaSonic PRIME PX-1300,,ATX,platinum,1300,Full,Black,ATX,4
NZXT C650,99.98,ATX,bronze,650,Semi,Black,ATX,4
Cooler Master V550 SFX GOLD,,SFX,gold,550,Full,Black,SFX,4
Cooler Master G700,,ATX,gold,700,false,Black,ATX,4
Corsair Vengeance 750M,,ATX,silver,750,Semi,,ATX,4
Thermaltake Toughpower GF3 TT Premium,,ATX,gold,1000,Full,Black,ATX,4
Corsair TX750M,,ATX,gold,750,Semi,Black,ATX,4
Thermaltake Smart BM2,,ATX,bronze,650,Semi,Black,ATX,4
SHARKOON SilentStorm Cool Zero 750,,ATX,gold,750,Full,Black,ATX,4
SeaSonic PRIME 1300 Gold,289.98,ATX,gold,1300,Full,Black,ATX,4
Montech CENTURY G5,,ATX,gold,850,Full,Black,ATX,4
Thermaltake Toughpower GF A3 ATX 3.0,,ATX,gold,750,Full,Black,ATX,4
EVGA SuperNOVA 850 GM,,SFX,gold,850,Full,Black,SFX,4
Gigabyte UD1300GM PG5,219.99,ATX,gold,1300,Full,Black,ATX,4
